transaction_id,bank_reference_id,settlement_batch_id,amount,currency,received_at,processed_at,bank_status,bank_response_code,bank_response_message,settlement_date
TXN1372,BNK-201372,BATCH-355,452.25,USD,2026-08-12T14:49:45.740Z,2026-08-12T15:22:00.740Z,SETTLED,00,Approved,2026-08-12
TXN1373,BNK-201373,BATCH-355,600.25,EUR,2026-08-12T09:21:53.074Z,2026-08-12T09:47:25.074Z,SETTLED,00,Approved,2026-08-12
TXN1374,BNK-201374,BATCH-355,698.50,INR,2026-08-12T12:47:59.666Z,2026-08-12T13:21:29.666Z,SETTLED,00,Approved,2026-08-12
TXN1375,BNK-201375,BATCH-355,1346.25,USD,2026-08-12T11:23:14.368Z,,PENDING,05,Settlement in progress,
TXN1376,BNK-201376,BATCH-355,217.25,EUR,2026-08-12T12:38:43.803Z,2026-08-12T13:13:09.803Z,SETTLED,00,Approved,2026-08-12
TXN1377,BNK-201377,BATCH-355,1781.50,INR,2026-08-12T15:52:06.460Z,2026-08-12T16:18:40.460Z,SETTLED,00,Approved,2026-08-12
TXN1378,BNK-201378,BATCH-355,1496.25,USD,2026-08-12T14:08:21.875Z,2026-08-12T14:30:30.875Z,SETTLED,00,Approved,2026-08-12
TXN1379,BNK-201379,BATCH-355,2360.50,EUR,2026-08-12T14:12:35.389Z,2026-08-12T14:37:30.389Z,SETTLED,00,Approved,2026-08-12
TXN1380,BNK-201380,BATCH-355,175.00,INR,2026-08-12T15:27:06.493Z,2026-08-12T15:50:43.493Z,SETTLED,00,Approved,2026-08-12
TXN1381,BNK-201381,BATCH-356,339.75,USD,2026-08-13T17:39:41.120Z,2026-08-13T18:01:41.120Z,SETTLED,00,Approved,2026-08-13
TXN1382,BNK-201382,BATCH-356,1054.75,EUR,2026-08-13T17:40:50.652Z,2026-08-13T18:04:40.652Z,SETTLED,00,Approved,2026-08-13
TXN1383,BNK-201383,BATCH-356,518.75,INR,2026-08-13T14:06:41.203Z,2026-08-13T14:39:32.203Z,SETTLED,00,Approved,2026-08-13
TXN1384,BNK-201384,BATCH-356,1733.50,USD,2026-08-13T15:27:37.713Z,2026-08-15T15:27:37.713Z,SETTLED,00,Approved - delayed settlement batch,2026-08-15
TXN1385,BNK-201385,BATCH-356,2181.00,EUR,2026-08-13T12:57:24.834Z,2026-08-13T13:27:55.834Z,SETTLED,00,Approved,2026-08-13
TXN1386,BNK-201386,BATCH-356,713.75,INR,2026-08-13T14:54:28.241Z,2026-08-15T14:54:28.241Z,SETTLED,00,Approved - delayed settlement batch,2026-08-15
TXN1387,BNK-201387,BATCH-356,372.00,USD,2026-08-13T09:37:35.689Z,2026-08-13T10:07:23.689Z,SETTLED,00,Approved,2026-08-13
TXN1388,BNK-201388,BATCH-356,1620.00,EUR,2026-08-13T14:18:55.168Z,2026-08-13T14:48:53.168Z,SETTLED,00,Approved,2026-08-13
TXN1389,BNK-201389,BATCH-356,1618.75,INR,2026-08-13T09:18:36.862Z,2026-08-13T09:40:55.862Z,SETTLED,00,Approved,2026-08-13
TXN1390,BNK-201390,BATCH-356,966.50,USD,2026-08-13T09:44:49.619Z,2026-08-13T10:10:25.619Z,SETTLED,00,Approved,2026-08-13
TXN1391,BNK-201391,BATCH-357,264.25,EUR,2026-08-13T08:11:47.298Z,2026-08-13T08:40:21.298Z,SETTLED,00,Approved,2026-08-13
TXN1392,BNK-201392,BATCH-357,112.75,INR,2026-08-13T14:07:20.229Z,2026-08-15T14:07:20.229Z,SETTLED,00,Approved - delayed settlement batch,2026-08-15
TXN1393,BNK-201393,BATCH-357,49.50,USD,2026-08-13T12:23:46.257Z,2026-08-13T12:44:56.257Z,SETTLED,00,Approved,2026-08-13
TXN1394,BNK-201394,BATCH-357,814.25,EUR,2026-08-13T17:21:25.996Z,2026-08-13T17:44:43.996Z,SETTLED,00,Approved,2026-08-13
TXN1395,BNK-201395,BATCH-357,2128.75,INR,2026-08-13T08:58:00.105Z,2026-08-15T08:58:00.105Z,SETTLED,00,Approved - delayed settlement batch,2026-08-15
TXN1396,BNK-201396,BATCH-357,1443.00,USD,2026-08-13T08:47:56.732Z,2026-08-13T09:22:27.732Z,SETTLED,00,Approved,2026-08-13
TXN1397,BNK-201397,BATCH-357,1275.00,EUR,2026-08-13T14:48:41.800Z,2026-08-13T15:09:30.800Z,SETTLED,00,Approved,2026-08-13
TXN1398,BNK-201398,BATCH-357,1656.25,INR,2026-08-13T17:03:56.831Z,2026-08-13T17:29:30.831Z,SETTLED,00,Approved,2026-08-13
TXN1399,BNK-201399,BATCH-357,787.25,USD,2026-08-13T09:19:16.727Z,2026-08-13T09:41:45.727Z,SETTLED,00,Approved,2026-08-13
TXN1400,BNK-201400,BATCH-357,1668.25,EUR,2026-08-13T11:35:30.716Z,2026-08-13T12:05:52.716Z,SETTLED,00,Approved,2026-08-13
TXN1401,BNK-201401,BATCH-358,99.50,INR,2026-08-13T16:02:49.609Z,2026-08-13T16:25:44.609Z,SETTLED,00,Approved,2026-08-13
TXN1402,BNK-201402,BATCH-358,1481.25,USD,2026-08-13T12:12:41.507Z,2026-08-13T12:46:36.507Z,SETTLED,00,Approved,2026-08-13
TXN1403,BNK-201403,BATCH-358,1612.75,EUR,2026-08-13T13:55:40.832Z,2026-08-13T14:17:45.832Z,SETTLED,00,Approved,2026-08-13
TXN1404,BNK-201404,BATCH-358,1093.25,INR,2026-08-13T12:56:35.046Z,2026-08-13T13:17:48.046Z,SETTLED,00,Approved,2026-08-13
TXN1405,BNK-201405,BATCH-358,524.00,USD,2026-08-13T09:42:28.848Z,2026-08-13T10:02:29.848Z,SETTLED,00,Approved,2026-08-13
TXN1406,BNK-201406,BATCH-358,505.00,EUR,2026-08-13T17:22:01.832Z,2026-08-13T17:44:17.832Z,SETTLED,00,Approved,2026-08-13
TXN1407,BNK-201407,BATCH-358,1637.00,INR,2026-08-13T15:03:16.028Z,2026-08-13T15:34:57.028Z,SETTLED,00,Approved,2026-08-13
TXN1408,BNK-201408,BATCH-358,2118.75,USD,2026-08-13T12:03:38.142Z,2026-08-13T12:25:42.142Z,SETTLED,00,Approved,2026-08-13
TXN1409,BNK-201409,BATCH-358,149.00,EUR,2026-08-13T16:27:31.910Z,2026-08-13T16:54:38.910Z,SETTLED,00,Approved,2026-08-13
TXN1410,BNK-201410,BATCH-358,1130.50,INR,2026-08-13T10:16:03.152Z,2026-08-13T10:41:03.152Z,REJECTED,14,Bank account frozen or invalid routing,
TXN1411,BNK-201411,BATCH-359,223.50,USD,2026-08-14T12:23:40.068Z,2026-08-16T12:23:40.068Z,SETTLED,00,Approved - delayed settlement batch,2026-08-16
TXN1413,BNK-201413,BATCH-359,410.50,INR,2026-08-14T15:45:48.510Z,2026-08-14T16:09:29.510Z,SETTLED,00,Approved,2026-08-14
TXN1415,BNK-201415,BATCH-359,1320.25,EUR,2026-08-14T15:45:46.882Z,2026-08-14T16:10:38.882Z,SETTLED,00,Approved,2026-08-14
TXN1416,BNK-201416,BATCH-359,590.50,INR,2026-08-14T13:57:04.683Z,2026-08-14T14:31:24.683Z,SETTLED,00,Approved,2026-08-14
TXN1417,BNK-201417,BATCH-359,1010.50,USD,2026-08-14T10:33:26.006Z,2026-08-14T10:54:25.006Z,SETTLED,00,Approved,2026-08-14
TXN1418,BNK-201418,BATCH-359,780.50,EUR,2026-08-14T17:12:47.463Z,2026-08-14T17:46:22.463Z,SETTLED,00,Approved,2026-08-14
TXN1419,BNK-201419,BATCH-359,501.75,INR,2026-08-14T08:11:20.786Z,2026-08-14T08:42:11.786Z,SETTLED,00,Approved,2026-08-14
TXN1420,BNK-201420,BATCH-359,771.50,USD,2026-08-14T11:58:17.753Z,2026-08-14T12:29:51.753Z,SETTLED,00,Approved,2026-08-14
TXN1421,BNK-201421,BATCH-360,2191.00,EUR,2026-08-14T14:28:10.012Z,2026-08-14T14:52:38.012Z,SETTLED,00,Approved,2026-08-14
TXN1422,BNK-201422,BATCH-360,561.50,INR,2026-08-14T09:03:45.584Z,2026-08-14T09:32:04.584Z,SETTLED,00,Approved,2026-08-14
TXN1423,BNK-201423,BATCH-360,1281.00,USD,2026-08-14T16:07:00.372Z,2026-08-16T16:07:00.372Z,SETTLED,00,Approved - delayed settlement batch,2026-08-16
TXN1424,BNK-201424,BATCH-360,933.50,EUR,2026-08-14T14:29:05.799Z,2026-08-14T14:54:46.799Z,SETTLED,00,Approved,2026-08-14
TXN1425,BNK-201425,BATCH-360,2370.50,INR,2026-08-14T16:50:14.752Z,2026-08-14T17:13:56.752Z,SETTLED,00,Approved,2026-08-14
TXN1426,BNK-201426,BATCH-360,1357.00,USD,2026-08-14T12:15:47.143Z,2026-08-14T12:37:10.143Z,SETTLED,00,Approved,2026-08-14
TXN1427,BNK-201427,BATCH-360,893.75,EUR,2026-08-14T08:55:11.782Z,2026-08-14T09:17:42.782Z,SETTLED,00,Approved,2026-08-14
TXN1428,BNK-201428,BATCH-360,1580.00,INR,2026-08-14T11:50:34.191Z,2026-08-14T12:21:25.191Z,SETTLED,00,Approved,2026-08-14
TXN1429,BNK-201429,BATCH-360,1617.50,USD,2026-08-14T12:02:23.916Z,2026-08-14T12:22:29.916Z,SETTLED,00,Approved,2026-08-14
TXN1430,BNK-201430,BATCH-360,1604.25,EUR,2026-08-14T14:03:39.489Z,2026-08-14T14:27:42.489Z,SETTLED,00,Approved,2026-08-14
TXN1431,BNK-201431,BATCH-361,2140.50,INR,2026-08-14T17:15:44.226Z,2026-08-14T17:47:10.226Z,SETTLED,00,Approved,2026-08-14
TXN1432,BNK-201432,BATCH-361,1427.25,USD,2026-08-14T11:07:15.437Z,2026-08-14T11:38:15.437Z,SETTLED,00,Approved,2026-08-14
TXN1433,BNK-201433,BATCH-361,64.25,EUR,2026-08-14T09:04:17.304Z,2026-08-14T09:30:47.304Z,SETTLED,00,Approved,2026-08-14
TXN1434,BNK-201434,BATCH-361,1051.25,INR,2026-08-14T15:38:35.724Z,2026-08-14T16:00:17.724Z,SETTLED,00,Approved,2026-08-14
TXN1435,BNK-201435,BATCH-361,188.75,USD,2026-08-14T17:49:19.353Z,2026-08-14T18:09:39.353Z,SETTLED,00,Approved,2026-08-14
TXN1436,BNK-201436,BATCH-361,474.25,EUR,2026-08-14T08:55:17.971Z,2026-08-16T08:55:17.971Z,SETTLED,00,Approved - delayed settlement batch,2026-08-16
TXN1438,BNK-201438,BATCH-361,1292.50,USD,2026-08-14T11:28:13.552Z,2026-08-14T11:51:13.552Z,SETTLED,00,Approved,2026-08-14
TXN1439,BNK-201439,BATCH-361,1523.50,EUR,2026-08-14T17:43:08.902Z,2026-08-14T18:09:57.902Z,SETTLED,00,Approved,2026-08-14
TXN1440,BNK-201440,BATCH-361,2304.00,INR,2026-08-14T09:52:42.188Z,2026-08-16T09:52:42.188Z,SETTLED,00,Approved - delayed settlement batch,2026-08-16
TXN1441,BNK-201441,BATCH-362,2064.75,USD,2026-08-15T16:32:28.731Z,2026-08-15T16:58:16.731Z,SETTLED,00,Approved,2026-08-15
TXN1442,BNK-201442,BATCH-362,1362.75,EUR,2026-08-15T08:24:02.034Z,2026-08-15T08:52:48.034Z,SETTLED,00,Approved,2026-08-15
TXN1443,BNK-201443,BATCH-362,1209.25,INR,2026-08-15T10:50:23.908Z,2026-08-15T11:10:34.908Z,SETTLED,00,Approved,2026-08-15
TXN1444,BNK-201444,BATCH-362,2207.25,USD,2026-08-15T09:01:06.685Z,2026-08-15T09:34:52.685Z,SETTLED,00,Approved,2026-08-15
TXN1445,BNK-201445,BATCH-362,155.50,EUR,2026-08-15T12:10:04.399Z,2026-08-15T12:38:23.399Z,SETTLED,00,Approved,2026-08-15
TXN1446,BNK-201446,BATCH-362,453.75,INR,2026-08-15T18:04:32.230Z,2026-08-17T18:04:32.230Z,SETTLED,00,Approved - delayed settlement batch,2026-08-17
TXN1447,BNK-201447,BATCH-362,1690.50,USD,2026-08-15T14:49:47.906Z,2026-08-15T15:21:37.906Z,SETTLED,00,Approved,2026-08-15
TXN1448,BNK-201448,BATCH-362,1105.50,EUR,2026-08-15T15:16:38.161Z,2026-08-15T15:42:11.161Z,SETTLED,00,Approved,2026-08-15
TXN1449,BNK-201449,BATCH-362,470.00,INR,2026-08-15T12:19:54.471Z,2026-08-15T12:44:54.471Z,SETTLED,00,Approved,2026-08-15
TXN1450,BNK-201450,BATCH-362,1085.25,USD,2026-08-15T11:28:17.511Z,2026-08-15T12:00:58.511Z,SETTLED,00,Approved,2026-08-15
TXN1451,BNK-201451,BATCH-363,1966.25,EUR,2026-08-15T10:06:48.065Z,2026-08-15T10:32:21.065Z,SETTLED,00,Approved,2026-08-15
TXN1452,BNK-201452,BATCH-363,397.50,INR,2026-08-15T13:47:19.733Z,,PENDING,05,Settlement in progress,
TXN1453,BNK-201453,BATCH-363,1190.75,USD,2026-08-15T12:16:15.479Z,2026-08-15T12:42:33.479Z,SETTLED,00,Approved,2026-08-15
TXN1455,BNK-201455,BATCH-363,1991.75,INR,2026-08-15T15:39:50.959Z,2026-08-15T16:12:23.959Z,SETTLED,00,Approved,2026-08-15
TXN1456,BNK-201456,BATCH-363,1850.25,USD,2026-08-15T14:29:29.688Z,2026-08-15T14:56:51.688Z,SETTLED,00,Approved,2026-08-15
TXN1457,BNK-201457,BATCH-363,1659.75,EUR,2026-08-15T17:26:38.665Z,2026-08-15T17:48:30.665Z,SETTLED,00,Approved,2026-08-15
TXN1458,BNK-201458,BATCH-363,2018.00,INR,2026-08-15T12:03:33.884Z,2026-08-15T12:38:21.884Z,SETTLED,00,Approved,2026-08-15
TXN1459,BNK-201459,BATCH-363,1127.00,USD,2026-08-15T15:19:49.470Z,2026-08-15T15:44:45.470Z,SETTLED,00,Approved,2026-08-15
TXN1460,BNK-201460,BATCH-363,1986.00,EUR,2026-08-15T12:29:42.524Z,2026-08-15T12:55:41.524Z,SETTLED,00,Approved,2026-08-15
TXN1461,BNK-201461,BATCH-364,395.00,INR,2026-08-15T17:51:57.299Z,2026-08-15T18:18:41.299Z,SETTLED,00,Approved,2026-08-15
TXN1462,BNK-201462,BATCH-364,1754.75,USD,2026-08-15T15:49:12.590Z,2026-08-15T16:20:08.590Z,SETTLED,00,Approved,2026-08-15
TXN1463,BNK-201463,BATCH-364,1863.00,EUR,2026-08-15T10:27:14.922Z,2026-08-15T10:54:32.922Z,SETTLED,00,Approved,2026-08-15
TXN1464,BNK-201464,BATCH-364,1322.25,INR,2026-08-15T08:58:02.332Z,2026-08-15T09:32:39.332Z,SETTLED,00,Approved,2026-08-15
TXN1465,BNK-201465,BATCH-364,731.00,USD,2026-08-15T13:20:16.917Z,2026-08-17T13:20:16.917Z,SETTLED,00,Approved - delayed settlement batch,2026-08-17
TXN1466,BNK-201466,BATCH-364,1643.50,EUR,2026-08-15T16:03:10.321Z,2026-08-15T16:24:17.321Z,SETTLED,00,Approved,2026-08-15
TXN1467,BNK-201467,BATCH-364,968.25,INR,2026-08-15T10:07:15.389Z,2026-08-15T10:39:50.389Z,SETTLED,00,Approved,2026-08-15
TXN1468,BNK-201468,BATCH-364,244.00,USD,2026-08-15T17:05:53.933Z,2026-08-17T17:05:53.933Z,SETTLED,00,Approved - delayed settlement batch,2026-08-17
TXN1469,BNK-201469,BATCH-364,1067.00,EUR,2026-08-15T15:03:11.838Z,2026-08-17T15:03:11.838Z,SETTLED,00,Approved - delayed settlement batch,2026-08-17
TXN1470,BNK-201470,BATCH-364,267.50,INR,2026-08-15T13:56:46.157Z,2026-08-15T14:18:16.157Z,SETTLED,00,Approved,2026-08-15
TXN1471,BNK-201471,BATCH-365,1226.00,USD,2026-08-16T10:27:08.001Z,2026-08-16T10:50:19.001Z,SETTLED,00,Approved,2026-08-16
TXN1472,BNK-201472,BATCH-365,935.00,EUR,2026-08-16T17:43:10.498Z,,PENDING,05,Settlement in progress,
TXN1473,BNK-201473,BATCH-365,1647.50,INR,2026-08-16T13:59:25.965Z,2026-08-16T14:24:43.965Z,SETTLED,00,Approved,2026-08-16
TXN1474,BNK-201474,BATCH-365,72.25,USD,2026-08-16T10:10:49.786Z,2026-08-16T10:41:58.786Z,SETTLED,00,Approved,2026-08-16
TXN1475,BNK-201475,BATCH-365,2048.75,EUR,2026-08-16T12:04:47.056Z,2026-08-16T12:33:59.056Z,SETTLED,00,Approved,2026-08-16
TXN1476,BNK-201476,BATCH-365,974.25,INR,2026-08-16T10:12:44.168Z,2026-08-16T10:35:55.168Z,SETTLED,00,Approved,2026-08-16
TXN1477,BNK-201477,BATCH-365,2249.00,USD,2026-08-16T09:50:03.737Z,2026-08-16T10:15:03.737Z,SETTLED,00,Approved,2026-08-16
TXN1478,BNK-201478,BATCH-365,405.50,EUR,2026-08-16T08:58:06.461Z,2026-08-16T09:20:33.461Z,SETTLED,00,Approved,2026-08-16
TXN1479,BNK-201479,BATCH-365,1598.25,INR,2026-08-16T08:12:34.982Z,2026-08-16T08:33:10.982Z,SETTLED,00,Approved,2026-08-16
TXN1480,BNK-201480,BATCH-365,340.25,USD,2026-08-16T09:29:01.335Z,2026-08-18T09:29:01.335Z,SETTLED,00,Approved - delayed settlement batch,2026-08-18
TXN1481,BNK-201481,BATCH-366,1607.75,EUR,2026-08-16T12:11:51.713Z,2026-08-16T12:43:40.713Z,SETTLED,00,Approved,2026-08-16
TXN1482,BNK-201482,BATCH-366,266.75,INR,2026-08-16T09:04:46.020Z,2026-08-18T09:04:46.020Z,SETTLED,00,Approved - delayed settlement batch,2026-08-18
TXN1483,BNK-201483,BATCH-366,77.50,USD,2026-08-16T15:27:51.679Z,2026-08-16T15:49:36.679Z,SETTLED,00,Approved,2026-08-16
TXN1484,BNK-201484,BATCH-366,1653.75,EUR,2026-08-16T17:27:30.972Z,2026-08-16T17:59:47.972Z,SETTLED,00,Approved,2026-08-16
TXN1485,BNK-201485,BATCH-366,179.00,INR,2026-08-16T09:07:55.427Z,2026-08-16T09:31:41.427Z,SETTLED,00,Approved,2026-08-16
TXN1486,BNK-201486,BATCH-366,1054.50,USD,2026-08-16T17:16:38.598Z,2026-08-16T17:46:34.598Z,SETTLED,00,Approved,2026-08-16
TXN1487,BNK-201487,BATCH-366,80.50,EUR,2026-08-16T12:51:41.321Z,2026-08-16T13:16:13.321Z,SETTLED,00,Approved,2026-08-16
TXN1488,BNK-201488,BATCH-366,256.25,INR,2026-08-16T09:40:41.985Z,2026-08-16T10:07:01.985Z,SETTLED,00,Approved,2026-08-16
TXN1489,BNK-201489,BATCH-366,2181.75,USD,2026-08-16T14:30:42.684Z,2026-08-16T14:54:46.684Z,SETTLED,00,Approved,2026-08-16
TXN1490,BNK-201490,BATCH-366,1657.75,EUR,2026-08-16T10:01:37.998Z,2026-08-16T10:23:06.998Z,SETTLED,00,Approved,2026-08-16
TXN1491,BNK-201491,BATCH-367,1683.25,INR,2026-08-16T11:18:20.267Z,2026-08-16T11:40:40.267Z,SETTLED,00,Approved,2026-08-16
TXN1492,BNK-201492,BATCH-367,458.25,USD,2026-08-16T13:13:33.497Z,2026-08-16T13:43:55.497Z,SETTLED,00,Approved,2026-08-16
TXN1493,BNK-201493,BATCH-367,984.50,EUR,2026-08-16T11:55:30.783Z,2026-08-16T12:29:51.783Z,SETTLED,00,Approved,2026-08-16
TXN1494,BNK-201494,BATCH-367,1460.75,INR,2026-08-16T14:15:03.554Z,2026-08-16T14:38:04.554Z,SETTLED,00,Approved,2026-08-16
TXN1495,BNK-201495,BATCH-367,85.50,USD,2026-08-16T16:32:01.639Z,2026-08-16T17:02:09.639Z,SETTLED,00,Approved,2026-08-16
TXN1497,BNK-201497,BATCH-367,1617.75,INR,2026-08-16T16:53:19.580Z,2026-08-16T17:20:11.580Z,SETTLED,00,Approved,2026-08-16
TXN1498,BNK-201498,BATCH-367,1837.75,USD,2026-08-16T16:22:59.753Z,2026-08-16T16:50:15.753Z,SETTLED,00,Approved,2026-08-16
TXN1499,BNK-201499,BATCH-367,1407.75,EUR,2026-08-16T15:56:03.253Z,2026-08-16T16:19:39.253Z,SETTLED,00,Approved,2026-08-16
TXN1500,BNK-201500,BATCH-367,928.75,INR,2026-08-16T16:34:20.660Z,2026-08-16T17:08:58.660Z,SETTLED,00,Approved,2026-08-16
TXN1501,BNK-201501,BATCH-368,998.50,USD,2026-08-17T08:31:15.871Z,2026-08-17T09:05:21.871Z,SETTLED,00,Approved,2026-08-17
TXN1502,BNK-201502,BATCH-368,2218.75,EUR,2026-08-17T13:03:06.795Z,2026-08-17T13:28:51.795Z,SETTLED,00,Approved,2026-08-17
TXN1503,BNK-201503,BATCH-368,388.25,INR,2026-08-17T17:08:34.076Z,2026-08-17T17:36:55.076Z,SETTLED,00,Approved,2026-08-17
TXN1504,BNK-201504,BATCH-368,908.75,USD,2026-08-17T08:24:47.264Z,2026-08-17T08:55:24.264Z,SETTLED,00,Approved,2026-08-17
TXN1505,BNK-201505,BATCH-368,1978.75,EUR,2026-08-17T09:06:29.255Z,,PENDING,05,Settlement in progress,
TXN1506,BNK-201506,BATCH-368,64.75,INR,2026-08-17T11:42:40.964Z,2026-08-17T12:13:04.964Z,SETTLED,00,Approved,2026-08-17
TXN1507,BNK-201507,BATCH-368,1250.00,USD,2026-08-17T08:23:39.387Z,2026-08-17T08:50:29.387Z,SETTLED,00,Approved,2026-08-17
TXN1508,BNK-201508,BATCH-368,587.50,EUR,2026-08-17T09:34:27.693Z,2026-08-17T10:01:10.693Z,SETTLED,00,Approved,2026-08-17
TXN1509,BNK-201509,BATCH-368,1074.00,INR,2026-08-17T11:53:10.065Z,2026-08-17T12:26:57.065Z,SETTLED,00,Approved,2026-08-17
TXN1510,BNK-201510,BATCH-368,911.50,USD,2026-08-17T10:06:39.716Z,2026-08-17T10:28:27.716Z,SETTLED,00,Approved,2026-08-17
TXN1511,BNK-201511,BATCH-369,697.00,EUR,2026-08-17T10:05:28.288Z,2026-08-17T10:29:58.288Z,SETTLED,00,Approved,2026-08-17
TXN1512,BNK-201512,BATCH-369,1034.00,INR,2026-08-17T09:44:34.225Z,2026-08-17T10:15:12.225Z,SETTLED,00,Approved,2026-08-17
TXN1513,BNK-201513,BATCH-369,121.75,USD,2026-08-17T10:59:06.212Z,2026-08-17T11:28:03.212Z,SETTLED,00,Approved,2026-08-17
TXN1514,BNK-201514,BATCH-369,958.75,EUR,2026-08-17T14:47:29.297Z,2026-08-17T15:10:41.297Z,SETTLED,00,Approved,2026-08-17
TXN1516,BNK-201516,BATCH-369,1235.75,USD,2026-08-17T08:45:10.260Z,2026-08-17T09:07:38.260Z,SETTLED,00,Approved,2026-08-17
TXN1517,BNK-201517,BATCH-369,2200.75,EUR,2026-08-17T14:54:14.561Z,2026-08-17T15:20:06.561Z,SETTLED,00,Approved,2026-08-17
TXN1518,BNK-201518,BATCH-369,1314.25,INR,2026-08-17T12:45:58.500Z,2026-08-17T13:18:39.500Z,SETTLED,00,Approved,2026-08-17
TXN1519,BNK-201519,BATCH-369,1579.50,USD,2026-08-17T12:24:12.315Z,2026-08-17T12:55:54.315Z,SETTLED,00,Approved,2026-08-17
TXN1520,BNK-201520,BATCH-369,1194.75,EUR,2026-08-17T12:32:01.677Z,2026-08-17T12:58:40.677Z,SETTLED,00,Approved,2026-08-17
TXN1521,BNK-201521,BATCH-370,758.00,INR,2026-08-17T12:35:43.143Z,2026-08-17T12:57:00.143Z,SETTLED,00,Approved,2026-08-17
TXN1522,BNK-201522,BATCH-370,873.00,USD,2026-08-17T15:06:22.666Z,2026-08-17T15:40:44.666Z,SETTLED,00,Approved,2026-08-17
TXN1523,BNK-201523,BATCH-370,2137.50,EUR,2026-08-17T11:55:20.819Z,2026-08-17T12:19:58.819Z,SETTLED,00,Approved,2026-08-17
TXN1525,BNK-201525,BATCH-370,1200.75,USD,2026-08-17T17:33:51.077Z,2026-08-17T17:54:54.077Z,SETTLED,00,Approved,2026-08-17
TXN1527,BNK-201527,BATCH-370,1794.75,INR,2026-08-17T09:03:54.792Z,2026-08-17T09:32:40.792Z,SETTLED,00,Approved,2026-08-17
TXN1528,BNK-201528,BATCH-370,1236.50,USD,2026-08-17T11:56:39.737Z,2026-08-17T12:27:38.737Z,SETTLED,00,Approved,2026-08-17
TXN1529,BNK-201529,BATCH-370,29.25,EUR,2026-08-17T14:14:33.759Z,2026-08-17T14:43:40.759Z,SETTLED,00,Approved,2026-08-17
TXN1531,BNK-201531,BATCH-371,838.00,USD,2026-08-18T10:10:27.023Z,2026-08-18T10:40:47.023Z,SETTLED,00,Approved,2026-08-18
TXN1532,BNK-201532,BATCH-371,1897.00,EUR,2026-08-18T08:21:41.790Z,2026-08-18T08:54:20.790Z,SETTLED,00,Approved,2026-08-18
TXN1533,BNK-201533,BATCH-371,506.25,INR,2026-08-18T16:06:32.959Z,2026-08-18T16:41:11.959Z,SETTLED,00,Approved,2026-08-18
TXN1534,BNK-201534,BATCH-371,2065.00,USD,2026-08-18T17:48:04.177Z,2026-08-18T18:13:10.177Z,SETTLED,00,Approved,2026-08-18
TXN1535,BNK-201535,BATCH-371,2374.25,EUR,2026-08-18T15:00:21.968Z,2026-08-18T15:23:04.968Z,SETTLED,00,Approved,2026-08-18
TXN1536,BNK-201536,BATCH-371,2033.75,INR,2026-08-18T14:39:54.638Z,2026-08-18T15:11:11.638Z,SETTLED,00,Approved,2026-08-18
TXN1538,BNK-201538,BATCH-371,2113.50,EUR,2026-08-18T09:49:25.236Z,2026-08-18T10:12:48.236Z,SETTLED,00,Approved,2026-08-18
TXN1539,BNK-201539,BATCH-371,1367.25,INR,2026-08-18T10:33:59.573Z,2026-08-18T11:01:44.573Z,SETTLED,00,Approved,2026-08-18
TXN1540,BNK-201540,BATCH-371,1170.25,USD,2026-08-18T17:57:11.211Z,2026-08-18T18:17:44.211Z,SETTLED,00,Approved,2026-08-18
TXN1541,BNK-201541,BATCH-372,2123.25,EUR,2026-08-18T16:11:30.024Z,2026-08-18T16:32:02.024Z,SETTLED,00,Approved,2026-08-18
TXN1542,BNK-201542,BATCH-372,27.25,INR,2026-08-18T17:30:46.500Z,2026-08-18T18:02:14.500Z,SETTLED,00,Approved,2026-08-18
TXN1543,BNK-201543,BATCH-372,280.25,USD,2026-08-18T13:58:10.515Z,2026-08-18T14:25:14.515Z,SETTLED,00,Approved,2026-08-18
TXN1544,BNK-201544,BATCH-372,1084.00,EUR,2026-08-18T12:05:19.575Z,2026-08-18T12:30:19.575Z,REJECTED,14,Bank account frozen or invalid routing,
TXN1545,BNK-201545,BATCH-372,1392.00,INR,2026-08-18T13:45:16.821Z,2026-08-18T14:11:00.821Z,SETTLED,00,Approved,2026-08-18
TXN1546,BNK-201546,BATCH-372,2312.75,USD,2026-08-18T15:36:28.217Z,2026-08-18T16:01:28.217Z,REJECTED,14,Bank account frozen or invalid routing,
TXN1547,BNK-201547,BATCH-372,2097.75,EUR,2026-08-18T14:28:25.852Z,2026-08-18T14:48:36.852Z,SETTLED,00,Approved,2026-08-18
TXN1548,BNK-201548,BATCH-372,1334.00,INR,2026-08-18T16:48:25.026Z,2026-08-18T17:22:52.026Z,SETTLED,00,Approved,2026-08-18
TXN1549,BNK-201549,BATCH-372,521.25,USD,2026-08-18T09:02:47.680Z,2026-08-18T09:36:10.680Z,SETTLED,00,Approved,2026-08-18
TXN1550,BNK-201550,BATCH-372,258.25,EUR,2026-08-18T17:04:58.591Z,2026-08-18T17:25:44.591Z,SETTLED,00,Approved,2026-08-18
TXN1551,BNK-201551,BATCH-373,1144.75,INR,2026-08-18T12:42:47.039Z,2026-08-18T13:13:07.039Z,SETTLED,00,Approved,2026-08-18
TXN1552,BNK-201552,BATCH-373,1381.25,USD,2026-08-18T13:10:21.954Z,2026-08-18T13:31:12.954Z,SETTLED,00,Approved,2026-08-18
