payment_id,order_id,merchant_id,amount_inr,currency,status,method,captured_at,fee_inr,tax_inr,error_code,error_description,risk_level
pay_demo_0417,order_demo_0417,acc_demo_018,7729.0,INR,captured,card,2026-09-22 12:00:00,154.58,27.82,,,normal
pay_demo_0418,order_demo_0418,acc_demo_019,7866.0,INR,captured,upi,2026-09-22 15:00:00,157.32,28.32,,,normal
pay_demo_0419,order_demo_0419,acc_demo_020,8003.0,INR,captured,card,2026-09-22 18:00:00,160.06,28.81,,,normal
pay_demo_0420,order_demo_0420,acc_demo_021,8140.0,INR,captured,upi,2026-09-22 21:00:00,162.8,29.3,,,normal
pay_demo_0421,order_demo_0421,acc_demo_022,8277.0,INR,captured,card,2026-09-23 00:00:00,165.54,29.8,,,normal
pay_demo_0422,order_demo_0422,acc_demo_023,8414.0,INR,captured,upi,2026-09-23 03:00:00,168.28,30.29,,,normal
pay_demo_0423,order_demo_0423,acc_demo_024,8551.0,INR,captured,card,2026-09-23 06:00:00,171.02,30.78,,,normal
pay_demo_0424,order_demo_0424,acc_demo_025,8688.0,INR,captured,upi,2026-09-23 09:00:00,173.76,31.28,,,normal
pay_demo_0425,order_demo_0425,acc_demo_001,8825.0,INR,captured,card,2026-09-23 12:00:00,176.5,31.77,,,normal
pay_demo_0426,order_demo_0426,acc_demo_002,8962.0,INR,captured,upi,2026-09-23 15:00:00,179.24,32.26,,,normal
pay_demo_0427,order_demo_0427,acc_demo_003,9099.0,INR,captured,card,2026-09-23 18:00:00,181.98,32.76,,,normal
pay_demo_0428,order_demo_0428,acc_demo_004,9236.0,INR,captured,upi,2026-09-23 21:00:00,184.72,33.25,,,normal
pay_demo_0429,order_demo_0429,acc_demo_005,9373.0,INR,captured,card,2026-09-24 00:00:00,187.46,33.74,,,normal
pay_demo_0430,order_demo_0430,acc_demo_006,9510.0,INR,captured,upi,2026-09-24 03:00:00,190.2,34.24,,,normal
pay_demo_0431,order_demo_0431,acc_demo_007,9647.0,INR,captured,card,2026-09-24 06:00:00,192.94,34.73,,,normal
pay_demo_0432,order_demo_0432,acc_demo_008,9784.0,INR,captured,upi,2026-09-24 09:00:00,195.68,35.22,,,normal
pay_demo_0433,order_demo_0433,acc_demo_009,9921.0,INR,captured,card,2026-09-24 12:00:00,198.42,35.72,,,normal
pay_demo_0434,order_demo_0434,acc_demo_010,158.0,INR,captured,upi,2026-09-24 15:00:00,3.16,0.57,,,normal
pay_demo_0435,order_demo_0435,acc_demo_011,295.0,INR,captured,card,2026-09-24 18:00:00,5.9,1.06,,,normal
pay_demo_0436,order_demo_0436,acc_demo_012,432.0,INR,captured,upi,2026-09-24 21:00:00,8.64,1.56,,,normal
pay_demo_0437,order_demo_0437,acc_demo_013,569.0,INR,captured,card,2026-09-25 00:00:00,11.38,2.05,,,normal
pay_demo_0438,order_demo_0438,acc_demo_014,706.0,INR,captured,upi,2026-09-25 03:00:00,14.12,2.54,,,normal
pay_demo_0439,order_demo_0439,acc_demo_015,843.0,INR,captured,card,2026-09-25 06:00:00,16.86,3.03,,,normal
pay_demo_0440,order_demo_0440,acc_demo_016,980.0,INR,captured,upi,2026-09-25 09:00:00,19.6,3.53,,,normal
pay_demo_0441,order_demo_0441,acc_demo_017,1117.0,INR,captured,card,2026-09-25 12:00:00,22.34,4.02,,,normal
pay_demo_0442,order_demo_0442,acc_demo_018,1254.0,INR,captured,upi,2026-09-25 15:00:00,25.08,4.51,,,normal
pay_demo_0443,order_demo_0443,acc_demo_019,1391.0,INR,captured,card,2026-09-25 18:00:00,27.82,5.01,,,normal
pay_demo_0444,order_demo_0444,acc_demo_020,1528.0,INR,captured,upi,2026-09-25 21:00:00,30.56,5.5,,,normal
pay_demo_0445,order_demo_0445,acc_demo_021,1665.0,INR,captured,card,2026-09-26 00:00:00,33.3,5.99,,,normal
pay_demo_0446,order_demo_0446,acc_demo_022,1802.0,INR,captured,upi,2026-09-26 03:00:00,36.04,6.49,,,normal
pay_demo_0447,order_demo_0447,acc_demo_023,1939.0,INR,captured,card,2026-09-26 06:00:00,38.78,6.98,,,normal
pay_demo_0448,order_demo_0448,acc_demo_024,2076.0,INR,captured,upi,2026-09-26 09:00:00,41.52,7.47,,,normal
pay_demo_0449,order_demo_0449,acc_demo_025,2213.0,INR,captured,card,2026-09-26 12:00:00,44.26,7.97,,,normal
pay_demo_0450,order_demo_0450,acc_demo_001,2350.0,INR,captured,upi,2026-09-26 15:00:00,47.0,8.46,,,normal
pay_demo_0451,order_demo_0451,acc_demo_002,2487.0,INR,captured,card,2026-09-26 18:00:00,49.74,8.95,,,normal
pay_demo_0452,order_demo_0452,acc_demo_003,2624.0,INR,captured,upi,2026-09-26 21:00:00,52.48,9.45,,,normal
pay_demo_0453,order_demo_0453,acc_demo_004,2761.0,INR,captured,card,2026-09-27 00:00:00,55.22,9.94,,,normal
pay_demo_0454,order_demo_0454,acc_demo_005,2898.0,INR,captured,upi,2026-09-27 03:00:00,57.96,10.43,,,normal
pay_demo_0455,order_demo_0455,acc_demo_006,3035.0,INR,captured,card,2026-09-27 06:00:00,60.7,10.93,,,normal
pay_demo_0456,order_demo_0456,acc_demo_007,3172.0,INR,captured,upi,2026-09-27 09:00:00,63.44,11.42,,,normal
pay_demo_0457,order_demo_0457,acc_demo_008,3309.0,INR,captured,card,2026-09-27 12:00:00,66.18,11.91,,,normal
pay_demo_0458,order_demo_0458,acc_demo_009,3446.0,INR,captured,upi,2026-09-27 15:00:00,68.92,12.41,,,normal
pay_demo_0459,order_demo_0459,acc_demo_010,3583.0,INR,captured,card,2026-09-27 18:00:00,71.66,12.9,,,normal
pay_demo_0460,order_demo_0460,acc_demo_011,3720.0,INR,captured,upi,2026-09-27 21:00:00,74.4,13.39,,,normal
pay_demo_0461,order_demo_0461,acc_demo_012,3857.0,INR,captured,card,2026-09-28 00:00:00,77.14,13.89,,,normal
pay_demo_0462,order_demo_0462,acc_demo_013,3994.0,INR,captured,upi,2026-09-28 03:00:00,79.88,14.38,,,normal
pay_demo_0463,order_demo_0463,acc_demo_014,4131.0,INR,captured,card,2026-09-28 06:00:00,82.62,14.87,,,normal
pay_demo_0464,order_demo_0464,acc_demo_015,4268.0,INR,captured,upi,2026-09-28 09:00:00,85.36,15.36,,,normal
pay_demo_0465,order_demo_0465,acc_demo_016,4405.0,INR,captured,card,2026-09-28 12:00:00,88.1,15.86,,,normal
pay_demo_0466,order_demo_0466,acc_demo_017,4542.0,INR,captured,upi,2026-09-28 15:00:00,90.84,16.35,,,normal
pay_demo_0467,order_demo_0467,acc_demo_018,4679.0,INR,captured,card,2026-09-28 18:00:00,93.58,16.84,,,normal
pay_demo_0468,order_demo_0468,acc_demo_019,4816.0,INR,captured,upi,2026-09-28 21:00:00,96.32,17.34,,,normal
pay_demo_0469,order_demo_0469,acc_demo_020,4953.0,INR,captured,card,2026-09-29 00:00:00,99.06,17.83,,,normal
pay_demo_0470,order_demo_0470,acc_demo_021,5090.0,INR,captured,upi,2026-09-29 03:00:00,101.8,18.32,,,normal
pay_demo_0471,order_demo_0471,acc_demo_022,5227.0,INR,captured,card,2026-09-29 06:00:00,104.54,18.82,,,normal
pay_demo_0472,order_demo_0472,acc_demo_023,5364.0,INR,captured,upi,2026-09-29 09:00:00,107.28,19.31,,,normal
pay_demo_0473,order_demo_0473,acc_demo_024,5501.0,INR,captured,card,2026-09-29 12:00:00,110.02,19.8,,,normal
pay_demo_0474,order_demo_0474,acc_demo_025,5638.0,INR,captured,upi,2026-09-29 15:00:00,112.76,20.3,,,normal
pay_demo_0475,order_demo_0475,acc_demo_001,5775.0,INR,captured,card,2026-09-29 18:00:00,115.5,20.79,,,normal
pay_demo_0476,order_demo_0476,acc_demo_002,5912.0,INR,captured,upi,2026-09-29 21:00:00,118.24,21.28,,,normal
pay_demo_0477,order_demo_0477,acc_demo_003,6049.0,INR,captured,card,2026-09-30 00:00:00,120.98,21.78,,,normal
pay_demo_0478,order_demo_0478,acc_demo_004,6186.0,INR,captured,upi,2026-09-30 03:00:00,123.72,22.27,,,normal
pay_demo_0479,order_demo_0479,acc_demo_005,6323.0,INR,captured,card,2026-09-30 06:00:00,126.46,22.76,,,normal
pay_demo_0480,order_demo_0480,acc_demo_006,6460.0,INR,captured,upi,2026-09-30 09:00:00,129.2,23.26,,,normal
pay_demo_0481,order_demo_0481,acc_demo_007,6597.0,INR,captured,card,2026-09-30 12:00:00,131.94,23.75,,,normal
pay_demo_0482,order_demo_0482,acc_demo_008,6734.0,INR,captured,upi,2026-09-30 15:00:00,134.68,24.24,,,normal
pay_demo_0483,order_demo_0483,acc_demo_009,6871.0,INR,captured,card,2026-09-30 18:00:00,137.42,24.74,,,normal
pay_demo_0484,order_demo_0484,acc_demo_010,7008.0,INR,captured,upi,2026-09-30 21:00:00,140.16,25.23,,,normal
pay_demo_0485,order_demo_0485,acc_demo_011,7145.0,INR,captured,card,2026-10-01 00:00:00,142.9,25.72,,,normal
pay_demo_0486,order_demo_0486,acc_demo_012,7282.0,INR,captured,upi,2026-10-01 03:00:00,145.64,26.22,,,normal
pay_demo_0487,order_demo_0487,acc_demo_013,7419.0,INR,captured,card,2026-10-01 06:00:00,148.38,26.71,,,normal
pay_demo_0488,order_demo_0488,acc_demo_014,7556.0,INR,captured,upi,2026-10-01 09:00:00,151.12,27.2,,,normal
pay_demo_0489,order_demo_0489,acc_demo_015,7693.0,INR,captured,card,2026-10-01 12:00:00,153.86,27.69,,,normal
pay_demo_0490,order_demo_0490,acc_demo_016,7830.0,INR,captured,upi,2026-10-01 15:00:00,156.6,28.19,,,normal
pay_demo_0491,order_demo_0491,acc_demo_017,7967.0,INR,captured,card,2026-10-01 18:00:00,159.34,28.68,,,normal
pay_demo_0492,order_demo_0492,acc_demo_018,8104.0,INR,captured,upi,2026-10-01 21:00:00,162.08,29.17,,,normal
pay_demo_0493,order_demo_0493,acc_demo_019,8241.0,INR,captured,card,2026-10-02 00:00:00,164.82,29.67,,,normal
pay_demo_0494,order_demo_0494,acc_demo_020,8378.0,INR,captured,upi,2026-10-02 03:00:00,167.56,30.16,,,normal
pay_demo_0495,order_demo_0495,acc_demo_021,8515.0,INR,captured,card,2026-10-02 06:00:00,170.3,30.65,,,normal
pay_demo_0496,order_demo_0496,acc_demo_022,8652.0,INR,captured,upi,2026-10-02 09:00:00,173.04,31.15,,,normal
pay_demo_0497,order_demo_0497,acc_demo_023,8789.0,INR,captured,card,2026-10-02 12:00:00,175.78,31.64,,,normal
pay_demo_0498,order_demo_0498,acc_demo_024,8926.0,INR,captured,upi,2026-10-02 15:00:00,178.52,32.13,,,normal
pay_demo_0499,order_demo_0499,acc_demo_025,9063.0,INR,captured,card,2026-10-02 18:00:00,181.26,32.63,,,normal
pay_demo_0500,order_demo_0500,acc_demo_001,9200.0,INR,captured,upi,2026-10-02 21:00:00,184.0,33.12,,,normal
