entry_id,payment_id,settlement_id,merchant_id,account_type,amount_inr,entry_type,post_date,status,hold_reason
led_demo_0451,pay_demo_0451,setl_demo_0451,acc_demo_002,merchant_payable,2428.31,credit,2026-09-26,posted,
led_demo_0452,pay_demo_0452,setl_demo_0452,acc_demo_003,merchant_payable,2562.07,credit,2026-09-26,posted,
led_demo_0453,pay_demo_0453,setl_demo_0453,acc_demo_004,merchant_payable,2695.84,credit,2026-09-27,posted,
led_demo_0454,pay_demo_0454,setl_demo_0454,acc_demo_005,merchant_payable,2829.61,credit,2026-09-27,posted,
led_demo_0455,pay_demo_0455,setl_demo_0455,acc_demo_006,merchant_payable,2963.37,credit,2026-09-27,posted,
led_demo_0456,pay_demo_0456,setl_demo_0456,acc_demo_007,merchant_payable,3097.14,credit,2026-09-27,posted,
led_demo_0457,pay_demo_0457,setl_demo_0457,acc_demo_008,merchant_payable,3230.91,credit,2026-09-27,posted,
led_demo_0458,pay_demo_0458,setl_demo_0458,acc_demo_009,merchant_payable,3364.67,credit,2026-09-27,posted,
led_demo_0459,pay_demo_0459,setl_demo_0459,acc_demo_010,merchant_payable,3498.44,credit,2026-09-27,posted,
led_demo_0460,pay_demo_0460,setl_demo_0460,acc_demo_011,merchant_payable,3632.21,credit,2026-09-27,pending_clearance,
led_demo_0461,pay_demo_0461,setl_demo_0461,acc_demo_012,merchant_payable,3765.97,credit,2026-09-28,posted,
led_demo_0462,pay_demo_0462,setl_demo_0462,acc_demo_013,merchant_payable,3899.74,credit,2026-09-28,posted,
led_demo_0463,pay_demo_0463,setl_demo_0463,acc_demo_014,merchant_payable,4033.51,credit,2026-09-28,posted,
led_demo_0464,pay_demo_0464,setl_demo_0464,acc_demo_015,merchant_payable,4167.28,credit,2026-09-28,posted,
led_demo_0465,pay_demo_0465,setl_demo_0465,acc_demo_016,merchant_payable,4301.04,credit,2026-09-28,posted,
led_demo_0466,pay_demo_0466,setl_demo_0466,acc_demo_017,merchant_payable,4434.81,credit,2026-09-28,posted,
led_demo_0467,pay_demo_0467,setl_demo_0467,acc_demo_018,merchant_payable,4568.58,credit,2026-09-28,posted,
led_demo_0468,pay_demo_0468,setl_demo_0468,acc_demo_019,merchant_payable,4702.34,credit,2026-09-28,posted,
led_demo_0469,pay_demo_0469,setl_demo_0469,acc_demo_020,merchant_payable,4836.11,credit,2026-09-29,posted,
led_demo_0470,pay_demo_0470,setl_demo_0470,acc_demo_021,merchant_payable,4969.88,credit,2026-09-29,posted,
led_demo_0471,pay_demo_0471,setl_demo_0471,acc_demo_022,merchant_payable,5103.64,credit,2026-09-29,posted,
led_demo_0472,pay_demo_0472,setl_demo_0472,acc_demo_023,merchant_payable,5237.41,credit,2026-09-29,posted,
led_demo_0473,pay_demo_0473,setl_demo_0473,acc_demo_024,merchant_payable,5371.18,credit,2026-09-29,posted,
led_demo_0474,pay_demo_0474,setl_demo_0474,acc_demo_025,merchant_payable,5504.94,credit,2026-09-29,posted,
led_demo_0475,pay_demo_0475,setl_demo_0475,acc_demo_001,merchant_payable,5638.71,credit,2026-09-29,posted,
led_demo_0476,pay_demo_0476,setl_demo_0476,acc_demo_002,merchant_payable,5772.48,credit,2026-09-29,posted,
led_demo_0477,pay_demo_0477,setl_demo_0477,acc_demo_003,merchant_payable,5906.24,credit,2026-09-30,posted,
led_demo_0478,pay_demo_0478,setl_demo_0478,acc_demo_004,merchant_payable,6040.01,credit,2026-09-30,posted,
led_demo_0479,pay_demo_0479,setl_demo_0479,acc_demo_005,merchant_payable,6173.78,credit,2026-09-30,posted,
led_demo_0480,pay_demo_0480,setl_demo_0480,acc_demo_006,merchant_payable,6307.54,credit,2026-09-30,pending_clearance,
led_demo_0481,pay_demo_0481,setl_demo_0481,acc_demo_007,merchant_payable,6441.31,credit,2026-09-30,posted,
led_demo_0482,pay_demo_0482,setl_demo_0482,acc_demo_008,merchant_payable,6575.08,credit,2026-09-30,posted,
led_demo_0483,pay_demo_0483,setl_demo_0483,acc_demo_009,merchant_payable,6708.84,credit,2026-09-30,posted,
led_demo_0484,pay_demo_0484,setl_demo_0484,acc_demo_010,merchant_payable,6842.61,credit,2026-09-30,posted,
led_demo_0485,pay_demo_0485,setl_demo_0485,acc_demo_011,merchant_payable,6976.38,credit,2026-10-01,posted,
led_demo_0486,pay_demo_0486,setl_demo_0486,acc_demo_012,merchant_payable,7110.14,credit,2026-10-01,posted,
led_demo_0487,pay_demo_0487,setl_demo_0487,acc_demo_013,merchant_payable,7243.91,credit,2026-10-01,posted,
led_demo_0488,pay_demo_0488,setl_demo_0488,acc_demo_014,merchant_payable,7377.68,credit,2026-10-01,posted,
led_demo_0489,pay_demo_0489,setl_demo_0489,acc_demo_015,merchant_payable,7511.45,credit,2026-10-01,posted,
led_demo_0490,pay_demo_0490,setl_demo_0490,acc_demo_016,merchant_payable,7645.21,credit,2026-10-01,posted,
led_demo_0491,pay_demo_0491,setl_demo_0491,acc_demo_017,merchant_payable,7778.98,credit,2026-10-01,posted,
led_demo_0492,pay_demo_0492,setl_demo_0492,acc_demo_018,merchant_payable,7912.75,credit,2026-10-01,posted,
led_demo_0493,pay_demo_0493,setl_demo_0493,acc_demo_019,merchant_payable,8046.51,credit,2026-10-02,posted,
led_demo_0494,pay_demo_0494,setl_demo_0494,acc_demo_020,merchant_payable,8180.28,credit,2026-10-02,posted,
led_demo_0495,pay_demo_0495,setl_demo_0495,acc_demo_021,merchant_payable,8314.05,credit,2026-10-02,posted,
led_demo_0496,pay_demo_0496,setl_demo_0496,acc_demo_022,merchant_payable,8447.81,credit,2026-10-02,posted,
led_demo_0497,pay_demo_0497,setl_demo_0497,acc_demo_023,merchant_payable,8581.58,credit,2026-10-02,posted,
led_demo_0498,pay_demo_0498,setl_demo_0498,acc_demo_024,merchant_payable,8715.35,credit,2026-10-02,posted,
led_demo_0499,pay_demo_0499,setl_demo_0499,acc_demo_025,merchant_payable,8849.11,credit,2026-10-02,posted,
led_demo_0500,pay_demo_0500,setl_demo_0500,acc_demo_001,merchant_payable,8982.88,credit,2026-10-02,pending_clearance,
